anciennete_jours,montant,heure,nouveau_beneficiaire,solde_avant,nb_virements_1h,changement_mdp,minutes_depuis_chg_mdp,localisation,nb_virements_vers_benef,fraude
45,1764096,15,1,3154912,6,1,19,1,12,1
50,1180709,3,0,2893053,14,0,1574,0,17,1
607,146586,19,0,2491278,2,0,45742,0,8,0
100,777020,4,0,1555005,12,0,3979,1,17,1
901,163050,20,0,2433767,0,0,9405,0,19,0
20,1184172,9,1,2452511,9,1,47,1,5,1
20,1303131,11,0,2968630,7,1,56,1,2,1
531,109243,8,1,1081057,0,0,34416,0,16,0
95,1148545,11,1,2579375,9,0,1097,1,18,1
79,305564,21,0,1961169,5,0,2596,1,4,1
40,1735190,17,1,2078093,12,1,7,1,16,1
91,1453780,13,0,3079555,7,1,45,1,12,1
731,170368,16,0,369817,2,0,19948,0,17,0
47,1504233,15,0,4378843,12,0,3688,1,8,1
33,432056,22,0,681816,12,1,59,0,11,1
58,757868,2,0,2921972,8,0,1305,1,2,1
76,1742166,12,0,2988014,7,0,6712,0,16,1
86,477551,23,0,1272730,15,0,4014,1,10,1
387,6920,16,1,1272559,2,0,34685,0,7,0
264,8092,2,0,2980894,0,0,10491,0,12,0
9,1589386,16,1,2868600,10,1,43,0,10,1
67,1535050,0,1,4251756,8,0,9306,0,2,1
5,1112854,21,0,3787075,6,0,5062,1,1,1
97,690932,5,1,2551966,14,1,12,1,3,1
18,573640,2,0,3137954,10,1,8,1,10,1
52,719086,6,1,2436031,11,1,43,0,8,1
91,1201732,23,0,2998744,14,1,6,0,10,1
1617,198972,5,0,1739361,1,0,29201,1,8,0
22,826139,7,1,3428511,12,0,1028,1,18,1
599,43173,1,0,735993,1,0,8989,0,17,0
7,1202983,19,0,3369834,8,0,6344,1,14,1
88,1030476,11,0,3920314,5,1,37,0,6,1
25,876081,7,0,2799942,12,0,2652,0,15,1
942,77261,15,0,2148611,1,0,49022,1,9,0
81,442266,10,0,1825709,15,1,45,1,6,1
1502,169785,19,0,930116,2,0,3346,1,5,0
1365,195852,8,0,1003737,2,0,2010,0,4,0
473,4554,6,0,1927651,0,0,41779,0,15,0
252,109386,13,0,2858088,2,0,7190,1,5,0
34,1641422,20,1,4194374,6,1,28,0,13,1
1006,198283,6,1,1275060,1,0,25606,0,7,0
1629,61083,4,0,243556,1,0,37491,1,18,0
1130,9883,10,1,1925531,2,0,41145,0,10,0
37,1411248,3,1,2495763,8,0,3584,1,19,1
93,1579545,12,1,4070797,6,0,8661,1,15,1
87,780086,14,1,3414963,15,0,3598,0,8,1
92,1044748,2,1,2438002,6,0,4395,0,4,1
45,417859,10,0,1553421,10,0,2549,1,15,1
328,3483,4,1,1910461,2,0,20456,0,13,0
82,577142,6,1,3536484,5,0,4028,1,5,1
58,589846,4,1,3520138,13,1,57,0,7,1
513,133217,20,0,2282563,1,0,17209,0,9,0
97,451321,15,1,865421,7,1,18,1,10,1
34,1321900,14,0,1462558,6,1,42,1,3,1
41,946011,21,0,2849034,7,1,44,1,4,1
1187,164295,16,0,1360363,0,0,27432,0,19,0
288,146121,15,1,1822552,1,0,34874,1,7,0
33,1818721,16,1,3015723,13,0,3953,1,19,1
90,754169,22,1,2091414,5,1,9,1,1,1
1419,124757,20,0,2806414,1,0,20308,1,18,0
71,618184,22,0,1435786,6,1,26,0,19,1
1501,75638,19,1,594819,2,0,9941,0,11,0
40,503572,7,0,1542178,5,1,5,1,16,1
631,94269,19,0,632716,1,0,35079,0,1,0
1267,61927,11,1,1059983,0,0,2598,1,4,0
95,1124477,7,0,3779913,12,1,42,0,9,1
1231,36389,7,0,2737770,1,0,44760,0,4,0
1920,5209,19,0,1147807,0,0,9927,0,19,0
74,1644275,13,1,2411708,13,0,7648,1,8,1
29,1484824,12,0,2815758,10,0,5747,1,2,1
207,164238,6,0,354190,2,0,26206,0,16,0
1722,25172,13,0,97001,1,0,2033,1,11,0
38,1213202,6,1,2584954,7,1,1,1,1,1
1385,49907,13,1,786245,2,0,41235,1,3,0
78,1424062,11,0,2180898,15,1,52,0,10,1
42,479859,13,0,1737181,12,0,3708,1,2,1
98,533375,1,0,2241086,15,0,9800,1,18,1
985,190598,14,1,3024326,2,0,31765,0,9,0
33,774918,23,0,1744830,11,1,38,1,8,1
71,1870654,18,1,1906989,6,0,5479,0,10,1
84,381399,19,0,1336496,15,0,9969,0,6,1
532,158928,19,1,1476451,0,0,37926,1,18,0
1637,153758,1,1,460920,0,0,23527,0,14,0
1522,170292,15,1,1457530,0,0,7861,1,7,0
14,1070494,5,1,3879545,12,1,26,1,3,1
11,1863739,16,0,4269767,7,0,1787,0,2,1
594,40140,12,1,2509034,1,0,37717,1,11,0
695,139675,18,0,924651,0,0,44159,1,11,0
83,464843,3,1,1522246,13,0,2518,1,1,1
1305,53300,9,0,1741130,1,0,23150,0,8,0
64,728209,1,0,1397421,11,0,9018,0,5,1
676,180693,21,0,642388,0,0,46258,1,3,0
344,3513,3,1,2512112,2,0,27887,0,18,0
95,729792,13,0,3184727,8,0,8688,1,3,1
211,129323,12,1,1991930,0,0,19308,1,15,0
94,1311793,0,1,2945020,7,0,9226,1,4,1
43,1351715,10,1,1797007,6,1,55,1,14,1
523,155280,9,0,2863668,0,0,42061,0,9,0
53,909255,8,0,2915834,8,0,6692,0,19,1
1734,129875,23,0,1923359,0,0,37873,0,18,0
220,171238,1,1,1917224,2,0,35463,0,9,0
771,1552,7,0,1127765,2,0,37095,1,10,0
34,426858,14,1,1865383,7,1,20,1,14,1
966,7832,1,0,1042033,0,0,21834,1,20,0
88,1203232,17,1,1470616,14,0,4371,0,1,1
51,1209985,12,1,2402211,14,0,9358,0,11,1
1528,19801,22,0,2447833,0,0,2247,0,17,0
625,79914,4,0,1593694,1,0,7158,0,11,0
78,1641712,14,0,3163022,15,0,3944,0,7,1
682,163416,13,1,1730818,1,0,8433,1,11,0
1007,8208,6,1,401558,0,0,18647,0,0,0
722,48694,18,0,849020,2,0,29078,0,17,0
38,1099206,4,1,3555893,6,0,1921,1,15,1
1629,153021,14,0,1808153,2,0,21568,1,0,0
255,3496,3,0,2018439,2,0,20068,0,12,0
1914,172629,15,1,2729732,1,0,19369,0,12,0
83,601015,0,0,627155,9,0,6367,0,3,1
1941,6183,1,0,1259087,1,0,11135,1,11,0
93,1879862,20,0,4101621,13,1,21,1,13,1
73,1003419,20,1,1583317,5,0,8480,0,0,1
7,651131,5,1,2480136,6,0,6999,0,2,1
697,151221,9,1,166927,1,0,1667,1,1,0
683,39021,3,0,171696,1,0,25036,0,16,0
7,1945177,0,1,3060896,15,0,4022,1,12,1
648,47750,22,0,1540061,1,0,14836,0,2,0
20,1363272,16,0,2958814,5,0,3440,1,0,1
44,862893,16,1,2405974,10,0,5616,1,19,1
1541,57431,18,1,2326773,1,0,33277,0,6,0
1326,177469,20,0,571959,0,0,48203,1,9,0
34,1968528,21,1,3918707,5,1,25,0,8,1
1477,32190,23,1,2449189,1,0,20493,0,3,0
617,155015,12,1,1189106,0,0,45944,0,2,0
1104,134982,2,1,2541008,0,0,26095,1,12,0
50,848378,0,0,2027489,10,0,7580,0,6,1
653,105745,5,1,481343,1,0,48021,1,17,0
80,1571508,15,0,3315534,12,0,9429,1,9,1
31,1779483,23,0,3498787,9,0,2859,1,9,1
5,516995,23,1,2146784,7,0,2567,0,1,1
23,592532,20,0,1329048,8,1,35,1,14,1
98,901958,10,0,2290228,10,1,31,1,7,1
60,1048742,21,1,2818286,15,1,25,0,9,1
18,1976784,0,0,4251042,11,0,437,0,17,1
67,1684460,5,0,4136577,8,1,44,0,3,1
323,20324,12,1,2798954,0,0,33652,1,11,0
1565,84112,6,0,2287476,0,0,45873,1,19,0
99,1504061,14,1,1899207,7,1,6,0,18,1
1963,128094,9,0,671662,2,0,38366,0,14,0
434,141313,12,1,2398814,1,0,15194,0,17,0
48,1609919,23,0,2978815,10,1,9,0,10,1
66,1135509,20,1,2427988,12,1,47,1,9,1
89,1819318,19,0,2152398,9,1,41,0,18,1
973,20522,11,0,2696192,1,0,48243,1,11,0
71,468902,19,1,3223868,6,0,3851,0,15,1
700,11626,8,1,2316665,1,0,19131,1,13,0
670,65909,20,1,516473,1,0,47225,1,8,0
1349,139018,3,0,2415190,1,0,2527,1,1,0
1836,110687,22,0,2532761,2,0,10798,1,11,0
439,133599,7,1,444463,1,0,4330,0,0,0
1911,179920,16,0,727141,2,0,23162,1,18,0
36,1251546,14,1,3652933,10,1,25,0,4,1
46,1637248,17,1,2567278,11,1,53,1,18,1
2,1669729,11,0,1754118,8,1,58,0,14,1
1080,5697,16,1,2914535,2,0,39718,1,14,0
1606,173078,2,0,334652,1,0,21779,0,0,0
29,364745,15,0,1958754,7,0,1513,1,19,1
468,171723,11,0,1762065,2,0,39885,1,13,0
575,85062,17,1,557960,2,0,38372,0,12,0
1865,148410,20,1,2820352,0,0,38725,0,4,0
46,694081,22,1,2832440,15,0,6391,0,7,1
29,1652235,7,1,3298612,8,0,3838,1,19,1
39,813669,13,0,3694147,8,1,27,0,18,1
1842,30506,22,1,138787,2,0,24555,1,10,0
767,108564,10,0,712366,2,0,32533,1,17,0
34,1455857,10,1,2196841,15,0,294,1,19,1
456,159646,9,1,1752008,2,0,18192,1,1,0
1174,141683,1,0,1840464,1,0,42890,0,6,0
63,529448,5,1,3260436,8,0,8765,0,7,1
16,746182,4,0,3546146,9,0,9551,0,7,1
88,355828,17,1,801219,9,0,7404,0,18,1
522,95315,10,1,3009261,0,0,6346,1,8,0
73,1868642,1,1,4404535,6,0,1671,0,19,1
21,406970,5,1,1408582,14,1,17,0,1,1
37,1883584,6,1,3817349,12,0,9530,0,9,1
899,177689,3,0,892520,1,0,20445,1,7,0
241,105508,20,0,1194125,0,0,5648,0,14,0
1262,30349,15,0,909765,0,0,14131,0,19,0
320,52236,2,1,531630,0,0,40819,1,4,0
1057,140791,20,0,1257186,0,0,14993,0,16,0
806,104615,23,0,1845221,1,0,10650,1,20,0
1159,162255,22,1,2353616,1,0,31106,1,10,0
573,26962,15,0,1163008,2,0,13783,1,12,0
19,450812,3,1,1575529,13,1,47,0,13,1
609,107770,2,1,1924295,0,0,14564,1,16,0
86,624075,6,1,3097878,5,0,7949,0,15,1
60,1905853,18,0,2431467,10,1,55,1,7,1
601,111231,4,0,1520002,1,0,3360,1,12,0
93,1384151,3,0,2731280,10,1,53,1,5,1
18,1444403,5,0,3562781,10,0,2405,1,9,1
1209,113121,16,0,1666471,2,0,25165,1,17,0
1782,115636,21,0,921599,2,0,4884,0,8,0
315,1313,2,1,2415811,2,0,3939,0,16,0
23,1805135,16,1,2759789,5,0,1099,1,4,1
63,1755158,11,0,1904984,10,1,0,1,11,1
88,1253125,17,1,4054370,7,0,489,0,16,1
45,859876,16,0,978938,15,1,13,1,17,1
21,1469357,18,1,3225881,8,0,885,1,16,1
60,1787429,14,1,3142210,10,0,4178,0,7,1
53,1677535,4,0,3250894,5,1,12,1,6,1
221,97950,11,0,350814,0,0,4234,0,14,0
1822,185205,1,1,629070,2,0,22322,1,20,0
93,1611867,9,1,3881295,11,0,7884,0,11,1
358,3278,6,0,427115,1,0,24595,1,15,0
1329,1980,9,0,1382727,2,0,29622,1,17,0
74,1338024,0,1,1863172,9,0,6991,1,5,1
26,413917,21,1,937885,14,1,13,1,4,1
809,19137,16,0,1972221,0,0,29634,1,8,0
78,992933,0,1,2914432,6,1,46,1,5,1
35,1590618,4,0,4385534,5,1,36,1,19,1
100,312192,4,0,3096591,5,1,19,1,2,1
610,178442,17,0,192414,2,0,31942,1,7,0
8,570016,3,0,3018764,13,1,43,0,10,1
846,27877,9,0,2296157,0,0,38553,0,13,0
793,35718,9,0,2131679,1,0,33310,1,0,0
68,1711362,15,1,1852908,9,1,39,1,5,1
1403,176128,18,0,1407253,2,0,8590,1,17,0
1157,112205,8,0,1076770,0,0,49362,1,2,0
1683,62431,14,0,540138,1,0,45667,0,1,0
7,1631755,9,1,3002268,15,1,0,1,5,1
21,434505,6,0,1364484,14,1,30,0,14,1
89,1313330,11,0,2000482,10,0,6360,0,17,1
99,1143016,1,0,4049917,8,0,8132,0,15,1
718,51300,10,1,511996,2,0,35332,0,1,0
887,7028,11,1,1230415,1,0,32866,1,11,0
543,176698,5,1,568883,1,0,12731,0,2,0
20,927291,15,1,3757434,11,1,22,0,15,1
277,29902,4,0,2358088,2,0,33132,0,5,0
26,875847,13,0,1385320,10,1,58,1,19,1
737,35602,1,1,572563,1,0,42110,1,8,0
10,1964357,7,0,2148572,9,0,6709,0,10,1
68,1662643,15,1,3981347,14,0,3295,0,3,1
54,1340099,0,0,2511676,5,1,36,0,7,1
40,1307695,21,1,1872112,11,0,2661,1,10,1
17,660998,20,1,3143444,12,1,39,0,0,1
217,190275,23,0,2122857,1,0,45701,1,1,0
53,570033,19,1,1776995,11,1,21,1,13,1
96,1520210,9,1,2249209,13,0,7011,1,19,1
61,1301315,18,1,2497358,9,1,21,1,16,1
1883,109588,8,1,1524883,2,0,29386,0,20,0
987,131527,22,0,2871458,0,0,31311,1,12,0
18,1456021,10,1,3867186,9,1,10,1,3,1
23,504178,3,0,650061,15,1,2,0,5,1
257,45093,12,1,2586734,2,0,12753,1,0,0
1705,52434,22,0,2907488,2,0,36186,1,17,0
1526,178781,8,0,2160480,2,0,22966,1,18,0
84,1540413,7,0,2818492,6,1,59,0,7,1
528,34361,5,1,2174023,2,0,39020,1,8,0
33,1659976,10,0,4415709,14,1,29,1,9,1
1557,86658,0,1,735471,2,0,40652,0,18,0
840,148685,6,1,1676955,1,0,14369,0,20,0
231,120670,4,1,817016,1,0,10348,0,17,0
67,467754,7,0,3367084,8,0,1350,0,0,1
930,60372,4,1,2965100,0,0,17942,1,9,0
18,483594,23,0,935204,10,1,49,0,20,1
522,1260,5,1,941385,2,0,35817,0,1,0
606,192017,2,1,2911112,1,0,4037,0,17,0
1203,150493,4,0,171597,2,0,25826,1,14,0
60,1551167,3,1,1589054,6,0,759,0,14,1
753,3553,9,0,2807019,2,0,19282,0,10,0
269,85209,18,0,1532202,1,0,16207,0,1,0
1186,78003,16,0,2037988,1,0,16874,1,5,0
401,191005,22,1,1579879,0,0,9803,1,13,0
1306,124358,10,1,2250919,0,0,33188,1,14,0
14,952995,9,0,3792883,14,1,30,0,18,1
76,785807,19,1,2159092,7,1,55,1,1,1
98,825753,4,1,3011526,13,0,9823,1,20,1
27,1272565,22,1,4054552,14,1,25,1,14,1
87,1848886,6,0,3140954,13,0,8437,0,2,1
37,1464124,20,0,1999538,13,1,34,1,15,1
41,956594,18,1,1996132,14,0,8417,1,6,1
63,898141,10,1,1736819,11,0,7980,0,16,1
53,707559,2,0,1228295,11,1,55,0,4,1
586,126522,0,0,160274,2,0,26813,1,0,0
72,1767507,22,1,1793514,10,0,2375,0,19,1
40,1284223,5,0,1930051,5,0,6454,0,19,1
100,1885254,20,0,4815844,7,1,49,1,14,1
12,1247243,0,1,3699145,12,1,27,1,16,1
1171,99757,20,0,454217,1,0,32966,0,2,0
1894,148737,17,0,2785952,0,0,8461,0,10,0
1404,185824,3,1,3064862,1,0,13571,1,18,0
870,132172,23,0,2657931,2,0,28825,0,8,0
1604,164614,16,1,908431,1,0,45621,1,11,0
889,173711,7,1,900623,2,0,25207,0,19,0
39,1923914,4,1,2630221,14,1,9,1,17,1
762,82747,9,1,2803213,0,0,35635,0,6,0
41,546022,5,1,1539612,12,0,959,1,20,1
20,1226643,12,0,3194205,6,1,22,1,3,1
75,1584963,5,0,4401830,11,1,50,0,13,1
205,138970,11,1,808246,2,0,41993,1,16,0
959,57556,7,1,1710728,1,0,39703,1,17,0
1063,67162,2,0,1774845,2,0,6339,1,5,0
841,141927,13,1,1680648,0,0,22314,0,6,0
406,29389,23,1,2204193,1,0,28320,1,5,0
428,23087,16,1,260285,1,0,20644,1,0,0
1913,44778,4,0,408847,2,0,22097,0,4,0
1414,63335,21,1,93838,1,0,24200,0,19,0
27,348081,21,1,2596292,14,1,33,1,18,1
1527,110074,11,1,187360,0,0,19618,0,0,0
97,1656446,21,0,2017585,15,1,15,1,15,1
12,1725946,14,1,3913183,5,0,9940,0,19,1
1594,63136,1,1,838882,1,0,23538,1,20,0
75,764251,2,0,783783,14,1,41,0,6,1
1905,56901,12,1,2004769,0,0,2668,0,7,0
99,1326123,8,0,3078227,14,1,33,1,2,1
62,1592348,11,0,4266929,12,0,3556,0,12,1
284,61871,3,1,842033,1,0,35075,0,9,0
554,99891,2,0,2028698,0,0,18400,0,12,0
462,106584,1,0,1877518,2,0,43864,1,8,0
78,1575680,6,0,3405286,5,0,5376,1,2,1
1383,9418,9,0,1163293,1,0,14088,0,17,0
1862,34588,18,0,953232,1,0,3913,0,20,0
22,395955,14,1,2115018,10,0,4075,0,19,1
1576,20355,9,1,2505223,2,0,37501,0,6,0
1072,29171,10,0,913326,0,0,28551,1,20,0
81,905457,5,0,1270711,6,0,9651,1,7,1
69,497899,22,1,741416,7,0,3462,0,17,1
46,1745430,3,0,2904803,5,1,59,1,9,1
96,1819491,23,0,4522903,8,1,58,1,17,1
43,1090220,6,0,3699889,6,1,43,1,16,1
1585,94806,19,0,2236301,2,0,9162,0,13,0
580,83655,10,0,556256,0,0,28093,1,15,0
379,55216,16,0,2671176,2,0,36497,1,17,0
1184,181491,17,0,2285110,0,0,34477,1,18,0
899,25932,15,0,2497737,2,0,41768,0,16,0
60,1769081,2,1,3375376,14,0,9948,1,5,1
1494,109608,11,0,1970997,2,0,44242,1,20,0
1318,125269,20,1,2050000,2,0,16080,1,11,0
863,77493,5,0,2129349,2,0,46970,0,3,0
71,1371092,0,0,3452290,11,0,7923,1,10,1
15,1398128,1,1,3289876,6,1,21,1,20,1
1670,66835,20,1,175797,0,0,45449,0,3,0
19,1404022,19,1,2498043,8,1,52,1,20,1
23,954013,1,1,2184716,10,0,7522,0,3,1
10,1988102,7,1,2421959,14,0,8668,0,5,1
21,1929888,1,0,2358095,12,0,4198,1,20,1
67,430822,16,1,1798414,10,0,2749,1,14,1
47,460693,3,0,1706792,11,1,36,1,0,1
1978,164194,14,0,1075818,2,0,8654,0,17,0
92,729996,18,0,3687756,9,1,49,1,5,1
59,749097,1,1,2418976,11,0,367,0,18,1
29,1726953,2,0,3169161,13,0,759,0,3,1
17,1905723,12,1,4401562,9,1,6,1,18,1
586,37937,14,0,2880162,1,0,29683,0,15,0
1147,152327,5,1,1015318,0,0,22210,0,3,0
1427,187503,20,1,703848,0,0,20162,0,14,0
265,19700,22,1,1064209,2,0,43573,0,8,0
78,574972,1,0,1052046,13,1,56,1,7,1
1535,16584,17,0,2063711,2,0,30546,1,15,0
10,817409,22,0,2830049,11,0,5156,0,6,1
1647,196262,8,0,2899549,0,0,26711,0,7,0
1580,132950,12,1,1367218,0,0,31760,0,7,0
396,1652,21,1,2001983,0,0,11073,0,12,0
33,440905,13,0,2059637,14,0,5263,0,11,1
1,742396,19,1,3002375,12,0,9358,0,4,1
88,686361,9,0,2450479,11,0,8292,0,3,1
1644,80621,20,0,2375899,2,0,7264,0,20,0
630,190918,8,0,903050,2,0,20216,0,1,0
59,455409,11,0,2270522,13,1,16,1,8,1
36,1276718,0,0,3612477,11,0,8827,0,1,1
56,492033,4,0,1807469,5,0,1357,1,16,1
1979,161157,16,1,236478,0,0,39123,0,9,0
99,786967,6,1,1318480,9,1,38,1,4,1
51,1176088,0,0,2242765,5,1,27,1,14,1
42,706712,1,0,1857034,5,1,22,1,18,1
727,70627,19,0,1847854,1,0,29020,1,11,0
1639,143317,2,0,455214,1,0,21438,0,6,0
73,963573,18,1,2587669,10,1,20,0,18,1
647,75085,22,1,654617,2,0,36409,0,7,0
1446,61737,22,0,966109,0,0,41727,0,14,0
42,983776,23,1,998903,8,1,55,0,18,1
83,1291333,18,1,4262009,15,0,8464,0,20,1
55,1268811,14,1,2609671,9,0,2145,1,10,1
44,1988478,11,0,3610684,13,1,17,1,13,1
1159,136623,14,1,1430322,2,0,22372,1,11,0
1863,37063,2,1,1172373,0,0,15633,1,6,0
95,1155063,13,0,4025656,14,1,4,1,0,1
489,127831,17,1,2383253,2,0,11274,0,7,0
1604,121832,17,1,1104150,2,0,38093,1,11,0
88,862022,6,1,2708749,15,1,43,0,5,1
315,10026,9,1,2139721,0,0,24035,0,15,0
60,1015373,1,1,1198229,10,1,24,0,8,1
550,153216,6,1,1618799,1,0,38617,0,18,0
421,170216,2,0,3002924,1,0,47919,0,11,0
30,503559,4,0,1022810,7,1,21,1,12,1
79,1199056,11,0,2238546,9,0,2352,0,17,1
69,809188,14,1,2084023,6,1,6,0,3,1
61,1596931,19,0,2519683,11,0,9287,0,2,1
34,1149617,3,1,2658135,13,0,4702,0,12,1
322,25630,6,1,1460676,2,0,44382,0,9,0
1433,115055,3,0,2891339,0,0,20125,1,20,0
1526,31296,23,1,789497,1,0,47877,1,17,0
53,1288578,15,0,4082914,8,1,25,0,13,1
73,1452850,15,0,3421121,8,1,44,1,19,1
666,30229,10,0,2643604,1,0,17049,0,11,0
57,1540136,20,0,2576101,7,0,7284,0,0,1
48,849969,5,0,2940732,14,1,43,1,9,1
1606,173781,13,1,2207858,0,0,4408,1,19,0
77,393594,5,1,2386765,10,0,424,0,11,1
1449,64539,2,1,2003726,2,0,17766,1,1,0
968,30016,5,1,99138,2,0,48522,0,13,0
40,1440554,5,1,1637833,14,1,17,1,9,1
81,597269,10,0,3349851,13,0,3282,0,10,1
82,603252,23,1,2090724,11,1,28,1,19,1
531,164300,23,1,1022926,2,0,39933,1,17,0
60,383168,11,1,1667794,13,1,43,1,4,1
1444,198070,0,1,2658903,0,0,37363,1,5,0
1511,18896,11,1,446630,2,0,4862,1,6,0
652,92983,15,0,2393127,2,0,21877,0,12,0
1606,134699,17,1,1009578,1,0,46120,0,11,0
610,179816,9,1,742515,0,0,20210,0,11,0
73,1324278,15,1,2247577,8,1,20,0,19,1
1055,145838,9,1,2868976,0,0,36387,1,8,0
21,1606506,6,0,3544591,13,1,48,0,20,1
514,168083,0,1,1958456,1,0,37681,1,4,0
577,141854,6,1,2088648,2,0,48914,0,17,0
1455,56038,22,1,1679970,2,0,17755,0,10,0
1594,182445,19,0,1190823,1,0,32677,1,5,0
51,803050,19,1,907039,10,1,30,0,17,1
96,809178,15,0,1904255,10,0,7650,0,15,1
19,1784149,22,0,1837594,8,1,3,0,8,1
94,1552977,11,1,3988343,14,1,8,0,20,1
1903,71861,19,0,2386745,0,0,11897,0,13,0
311,41804,13,1,1233023,1,0,24078,1,7,0
92,411763,13,0,1979168,8,0,6488,0,12,1
1759,20541,5,1,1801949,0,0,28251,0,12,0
1052,194259,18,1,2262415,2,0,42002,0,7,0
75,379942,2,0,3125118,14,0,9009,1,1,1
73,1395439,17,0,2099281,12,0,7795,0,17,1
15,924940,2,0,1201669,6,0,1498,0,14,1
262,64890,17,0,2205449,2,0,12485,0,14,0
4,545114,10,1,1888029,7,1,10,0,9,1
1417,100035,8,0,1940188,0,0,2592,1,7,0
924,135448,18,0,2152223,0,0,5131,0,12,0
94,1804293,8,0,3659729,10,0,2622,0,16,1
513,88864,16,0,518266,1,0,47133,0,12,0
1440,184536,10,1,225615,1,0,26495,1,10,0
10,1130067,7,0,1223910,9,0,2482,1,12,1
1088,83150,0,0,795278,1,0,31249,0,3,0
3,1683008,9,0,3837600,11,1,0,1,16,1
57,1503080,17,0,2619360,9,0,864,0,13,1
21,1208410,23,0,2536283,6,0,8442,0,0,1
1026,91088,18,0,395781,2,0,2769,1,16,0
60,998541,20,1,3015274,13,0,4061,0,0,1
50,772966,8,0,2750340,15,0,923,1,11,1
427,174847,4,1,1071004,1,0,34970,0,1,0
719,70397,17,0,2296561,0,0,35955,1,19,0
1088,181426,13,1,2537584,2,0,10606,0,11,0
420,178844,12,1,1533687,0,0,40050,0,15,0
83,421956,14,1,3214692,8,1,54,1,1,1
1208,171247,15,1,2319205,1,0,9977,1,9,0
41,1331981,20,1,2055258,8,0,3210,0,7,1
63,355090,13,0,883768,13,0,7128,1,8,1
64,1728567,7,1,3136741,5,1,51,1,12,1
28,1079694,10,0,2774603,10,0,8266,0,19,1
75,1365552,5,0,3034969,9,0,8699,1,17,1
1159,15238,13,0,2905103,2,0,31425,1,10,0
17,420184,21,1,2141553,12,0,8026,0,0,1
23,469416,9,0,2502892,8,0,6330,0,7,1
946,93723,4,0,2321267,1,0,41707,0,15,0
288,55862,7,0,1011715,1,0,5155,1,7,0
1430,198602,7,1,536319,0,0,15733,0,12,0
42,419715,23,0,466723,8,0,1254,0,13,1
1348,196174,3,0,2768404,1,0,22281,1,1,0
860,115145,5,1,478068,0,0,37919,0,11,0
50,1790909,5,0,3589308,9,1,10,1,3,1
739,129940,11,1,1846757,0,0,39521,0,5,0
1218,24812,19,1,2029776,1,0,45910,0,6,0
854,94341,9,0,1310534,1,0,32815,0,4,0
98,1559772,4,1,2413393,9,0,9298,1,8,1
70,1262737,21,1,1884544,12,0,2006,1,13,1
414,57671,4,1,2381476,0,0,13964,0,2,0
1539,135266,2,0,148738,2,0,36061,1,17,0
32,1932883,10,0,2244637,11,1,50,0,13,1
1974,177254,20,0,375835,1,0,28427,1,12,0
35,1525378,7,1,3484942,6,1,39,1,8,1
526,19274,4,1,2765559,0,0,27814,0,8,0
39,323514,9,0,1777959,14,1,5,0,4,1
849,177304,1,1,1641069,0,0,4801,0,14,0
401,71398,8,1,3059468,2,0,9830,0,14,0
377,43445,16,0,561078,1,0,11556,1,6,0
736,13324,6,0,2522449,1,0,6506,1,11,0
77,1031785,12,1,1341643,8,1,23,0,4,1
1838,140431,12,1,465498,0,0,2464,0,4,0
65,833416,19,1,1434200,14,1,25,0,8,1
1212,158862,5,0,1522878,1,0,36914,0,17,0
43,876912,11,0,2955701,6,0,2763,1,18,1
415,74819,6,0,2249023,0,0,3194,1,2,0
22,403620,10,0,1524762,11,0,6913,1,18,1
450,157699,5,1,1147029,0,0,33759,0,11,0
39,874928,0,0,3208639,13,1,21,0,2,1
24,829640,7,0,1153460,13,1,58,1,5,1
1182,199217,4,1,463928,0,0,36486,0,19,0
1883,85792,22,1,2971404,0,0,40856,0,13,0
1242,106305,3,1,2566693,0,0,32473,0,8,0
1241,142938,10,1,2352892,2,0,38522,0,19,0
53,798935,0,1,2634781,5,1,1,0,3,1
1245,37684,9,0,631534,0,0,3352,0,7,0
1944,126013,22,1,984973,2,0,7014,0,8,0
31,1322808,17,1,3459817,9,0,7731,1,18,1
43,654954,10,0,867422,6,1,55,0,17,1
24,641950,2,1,1767260,12,1,33,1,1,1
1939,132723,22,0,1344047,1,0,44576,1,0,0
1095,23720,3,0,2507575,0,0,38748,1,0,0
69,1381348,5,0,3861564,8,0,7320,0,14,1
73,812872,22,0,3630992,10,0,6807,0,4,1
1601,118896,13,1,1822983,0,0,20181,1,15,0
1062,199688,19,0,1919709,1,0,38887,1,19,0
1054,180829,7,0,435337,2,0,10959,0,14,0
1125,63335,15,1,2328334,2,0,30950,1,6,0
1993,20459,6,0,1367409,1,0,43815,0,19,0
1830,184127,21,0,2261440,1,0,42862,0,16,0
1634,142953,4,0,1366069,2,0,9776,0,0,0
1538,66462,19,0,240273,1,0,23243,1,2,0
790,114874,21,0,3102103,1,0,37600,1,15,0
11,598053,23,0,2483552,11,1,48,1,14,1
1696,156352,5,1,2129496,2,0,34830,1,9,0
1281,3794,15,0,2719690,0,0,28531,0,15,0
243,68831,5,1,222869,1,0,36326,1,11,0
54,552427,11,1,2422949,12,0,7459,0,0,1
20,1626251,5,0,3662722,13,0,4802,1,5,1
87,934881,2,0,3643337,9,1,37,0,3,1
376,37368,21,1,2362086,1,0,27530,0,20,0
10,1037512,4,0,1166683,15,0,3033,1,0,1
49,963678,7,1,3736331,9,1,41,1,17,1
